rank,name_display_last_init,team_abbrev,active_sw,player_id,pos,g,ab,r,h,d,t,hr,rbi,bb,so,sb,cs,avg,obp,slg,ops,ibb,hbp,sac,sf,tb,xbh,gidp,go,ao,go_ao,np,tpa
117," Rosario, E",MIN, ,592696,LF,122,453,60,121,18,15,13,50,15,118,11,6,.267,.289,.459,.748,3,0,3,3,208,46,5,105,120,0.88,1692,474
118," Hoes, L",HOU, ,543321,RF,8,15,1,4,0,0,0,1,1,3,0,0,.267,.313,.267,.579,0,0,0,0,4,0,0,5,3,1.67,55,16
118," Martinez, M",CLE, ,492841,LF,16,30,7,8,2,0,0,2,1,12,0,1,.267,.290,.333,.624,0,0,1,0,10,2,1,10,2,5.00,134,32
120," Seager, K",SEA, ,572122,3B,161,623,85,166,37,0,26,74,54,98,6,6,.266,.328,.451,.779,6,5,0,4,281,63,17,161,219,0.74,2537,686
121," Shuck, J",CWS, ,543776,RF,79,143,15,38,8,2,0,15,16,16,7,5,.266,.340,.350,.689,0,1,3,2,50,10,2,62,34,1.82,622,165
122," Collins, T",DET, ,607385,LF,60,192,18,51,11,3,4,25,13,43,2,1,.266,.316,.417,.732,0,1,1,0,80,18,2,49,52,0.94,752,207
123," Cabrera, A",TB, ,452678,SS,143,505,66,134,28,5,15,58,36,107,6,3,.265,.315,.430,.744,4,3,1,6,217,48,14,128,157,0.82,2067,551
124," Mauer, J",MIN, ,408045,1B,158,592,69,157,34,2,10,66,67,112,2,1,.265,.338,.380,.718,12,1,1,5,225,46,22,242,109,2.22,2715,666
125," Guyer, B",TB, ,446386,LF,128,332,51,88,21,2,8,28,25,61,10,4,.265,.359,.413,.771,0,24,3,1,137,31,5,95,97,0.98,1426,385
126," Gregorius, D",NYY, ,544369,SS,155,525,57,139,24,2,9,56,33,85,5,3,.265,.318,.370,.688,0,11,3,6,194,35,4,157,157,1.00,2093,578
127," Urrutia, H",BAL, ,625329,LF,10,34,3,9,1,0,1,6,2,3,0,0,.265,.306,.382,.688,0,0,0,0,13,2,1,14,9,1.56,121,36
128," McCann, J",DET, ,543510,C,114,401,32,106,18,5,7,41,16,90,0,1,.264,.297,.387,.683,0,3,4,1,155,30,17,139,88,1.58,1501,425
129," Almonte, A",CLE, ,501659,CF,51,178,30,47,9,5,5,20,16,33,6,0,.264,.321,.455,.776,0,0,0,2,81,19,4,65,39,1.67,729,196
130," Trumbo, M",SEA, ,444432,RF,96,334,39,88,13,0,13,41,26,93,0,0,.263,.316,.419,.735,1,0,0,1,140,26,8,74,88,0.84,1402,361
131," Kiermaier, K",TB, ,595281,CF,151,505,62,133,25,12,10,40,24,95,18,5,.263,.298,.420,.718,0,2,2,2,212,47,7,156,132,1.18,1954,535
132," Cron, C",LAA, ,543068,1B,113,378,37,99,17,1,16,51,17,82,3,1,.262,.300,.439,.739,1,5,0,3,166,34,9,112,97,1.15,1534,404
132," O'Malley, S",SEA, ,502523,LF,24,42,10,11,1,0,1,7,12,14,3,0,.262,.418,.357,.775,0,0,2,1,15,2,0,13,7,1.86,215,57
134," Davis, C",BAL, ,448801,1B,160,573,100,150,31,0,47,117,84,208,2,3,.262,.361,.562,.923,6,8,0,5,322,78,6,109,117,0.93,2786,670
135," Escobar, E",MIN, ,500871,SS,127,409,48,107,31,4,12,58,28,86,2,3,.262,.309,.445,.754,1,2,2,5,182,47,7,114,116,0.98,1762,446
136," De Aza, A",BOS, ,457477,LF,90,264,39,69,13,6,7,32,19,70,5,3,.261,.319,.436,.755,3,4,2,1,115,26,3,68,63,1.08,1177,290
137," DeShields, D",TEX, ,592261,LF,121,425,83,111,22,10,2,37,53,101,25,8,.261,.344,.374,.718,1,3,7,4,159,34,1,112,113,0.99,1923,492
138," Bird, G",NYY, ,595885,1B,46,157,26,41,9,0,11,31,19,53,0,0,.261,.343,.529,.871,0,1,0,1,83,20,1,19,46,0.41,746,178
139," Vogt, S",OAK, ,519390,C,136,445,58,116,21,3,18,71,56,97,0,2,.261,.341,.443,.783,6,2,0,8,197,42,9,115,134,0.86,2102,511
140," Odor, R",TEX, ,596059,2B,120,426,54,111,21,9,16,61,23,79,6,7,.261,.316,.465,.781,2,14,2,5,198,46,3,124,122,1.02,1755,470
141," Perez, S",KC, ,521692,C,142,531,52,138,25,0,21,70,13,82,1,0,.260,.280,.426,.706,4,4,0,5,226,46,23,179,160,1.12,1840,553
142," Lawrie, B",OAK, ,543434,3B,149,562,64,146,29,3,16,60,28,144,5,2,.260,.299,.407,.706,1,5,3,4,229,48,8,161,126,1.28,2297,602
143," Gardner, B",NYY, ,458731,LF,151,571,94,148,26,3,16,66,68,135,20,5,.259,.343,.399,.742,1,6,8,3,228,45,8,162,145,1.12,2732,656
144," Headley, C",NYY, ,452104,3B,156,580,74,150,29,1,11,62,51,135,0,2,.259,.324,.369,.693,0,7,0,4,214,41,17,169,147,1.15,2561,642
145," Andrus, E",TEX, ,462101,SS,160,596,69,154,34,2,7,62,46,78,25,9,.258,.309,.357,.667,1,2,8,9,213,43,14,206,189,1.09,2444,661
146," Davis, R",DET, ,434658,CF,112,341,55,88,16,11,8,30,22,76,18,8,.258,.306,.440,.746,0,3,1,3,150,35,5,92,94,0.98,1382,370
147," Miller, B",SEA, ,543543,SS,144,438,44,113,22,4,11,46,47,101,13,4,.258,.329,.402,.730,0,2,4,6,176,37,7,132,109,1.21,1788,497
148," Semien, M",OAK, ,543760,SS,155,556,65,143,23,7,15,45,42,132,11,5,.257,.310,.405,.715,1,1,1,1,225,45,16,140,159,0.88,2369,601
149," Sizemore, G",TB, ,429713,RF,58,175,20,45,12,0,6,27,14,37,3,3,.257,.318,.429,.746,0,2,0,1,75,18,1,40,55,0.73,711,192
150," Freese, D",LAA, ,501896,3B,121,424,53,109,27,0,14,56,31,107,1,1,.257,.323,.420,.743,0,12,0,3,178,41,12,142,81,1.75,1842,470
151," Garcia, A",CWS, ,541645,DH,148,553,66,142,17,2,13,59,36,141,7,7,.257,.309,.365,.675,3,8,0,4,202,32,13,175,112,1.56,2142,601
152," Ellsbury, J",NYY, ,453056,CF,111,452,66,116,15,2,7,33,35,86,21,9,.257,.318,.345,.663,1,7,1,3,156,24,6,131,129,1.02,1881,501
153," Escobar, A",KC, ,444876,SS,148,612,76,157,20,5,3,47,26,75,17,5,.257,.293,.320,.614,1,8,11,5,196,28,10,218,188,1.16,2311,662
154," Santana, D",HOU, ,570267,RF,14,39,6,10,2,0,2,8,2,17,2,1,.256,.310,.462,.771,0,1,0,0,18,4,1,10,3,3.33,177,42
155," Hicks, A",MIN, ,543305,CF,97,352,48,90,11,3,11,33,34,66,13,3,.256,.323,.398,.721,2,2,0,2,140,25,6,100,104,0.96,1510,390
156," Calhoun, K",LAA, ,594777,RF,159,630,78,161,23,2,26,83,45,164,4,1,.256,.308,.422,.731,1,5,2,4,266,51,6,165,152,1.09,2557,686
157," Romine, A",DET, ,461865,SS,109,184,25,47,5,0,2,15,11,46,10,5,.255,.307,.315,.622,1,3,4,1,58,7,4,65,35,1.86,756,203
158," Gimenez, C",TEX, ,460269,C,36,98,19,25,6,1,5,14,10,19,2,0,.255,.330,.490,.820,0,1,4,0,48,12,2,33,27,1.22,435,113
158," Teixeira, M",NYY, ,407893,1B,111,392,57,100,22,0,31,79,59,85,2,0,.255,.357,.548,.906,6,6,0,5,215,53,7,105,114,0.92,1815,462
160," Castellanos, N",DET, ,592206,3B,154,549,42,140,33,6,15,73,39,152,0,3,.255,.303,.419,.721,1,1,0,6,230,54,21,139,145,0.96,2317,595
161," Rios, A",KC, ,425567,RF,105,385,40,98,22,2,4,32,15,67,9,0,.255,.287,.353,.640,0,5,0,6,136,28,10,108,128,0.84,1533,411
162," Canha, M",OAK, ,592192,LF,124,441,61,112,22,3,16,70,33,96,7,2,.254,.315,.426,.742,0,8,0,3,188,41,9,118,127,0.93,1892,485
163," Gose, A",DET, ,543238,CF,140,485,73,123,24,8,5,26,45,145,23,11,.254,.321,.367,.688,0,3,2,0,178,37,11,153,78,1.96,2131,535
164," Navarro, E",LAA, ,519068,LF,54,83,9,21,4,0,0,5,5,16,0,2,.253,.295,.301,.597,1,0,0,0,25,4,5,32,19,1.68,339,88
165," Hamilton, J",TEX, ,285078,LF,50,170,22,43,8,0,8,25,10,52,0,0,.253,.291,.441,.732,0,0,0,2,75,16,1,46,32,1.44,674,182
166," Castillo, R",BOS, ,628329,LF,80,273,35,69,10,2,5,29,13,54,4,5,.253,.288,.359,.647,0,1,1,1,98,17,11,111,52,2.13,1040,289
167," Young, C",NYY, ,455759,RF,140,318,53,80,20,1,14,42,30,73,3,1,.252,.320,.453,.773,2,3,3,2,144,35,6,77,99,0.78,1418,356
168," Butler, B",OAK, ,456714,DH,151,538,63,135,28,1,15,65,52,101,0,0,.251,.323,.390,.713,4,7,0,4,210,44,26,195,137,1.42,2248,601
169," Rodriguez, A",NYY, ,121347,DH,151,523,83,131,22,1,33,86,84,145,4,0,.250,.356,.486,.842,5,6,0,7,254,56,17,152,119,1.28,2503,620
170," Bautista, J",TOR, ,430832,RF,153,543,108,136,29,3,40,114,110,106,8,2,.250,.377,.536,.913,2,5,0,8,291,72,19,143,185,0.77,2741,666
171," Dyson, J",KC, ,502481,RF,90,200,31,50,8,6,2,18,14,37,26,3,.250,.311,.380,.691,0,4,6,1,76,16,3,80,43,1.86,838,225
171," Farmer, B",DET, ,571656,P,2,4,0,1,0,0,0,0,0,3,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,0,0,-.--,17,4
171," Figueroa, C",NYY, ,502676,3B,2,8,2,2,2,0,0,0,0,0,0,0,.250,.250,.500,.750,0,0,0,0,4,2,0,3,3,1.00,25,8
171," Goins, R",TOR, ,572365,2B,128,376,52,94,16,4,5,45,39,83,2,1,.250,.318,.354,.672,0,1,7,5,133,25,12,147,78,1.88,1614,428
171," Guthrie, J",KC, ,425386,P,2,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,0,0,1,0,1,0,0,3,1,3.00,14,5
171," Hague, M",TOR, ,518755,1B,10,12,1,3,1,0,0,0,2,4,0,0,.250,.400,.333,.733,1,1,0,0,4,1,0,2,3,0.67,62,15
171," Jimenez, U",BAL, ,434622,P,4,8,0,2,0,0,0,2,0,4,0,0,.250,.250,.250,.500,0,0,0,0,2,0,0,2,0,*.**,26,8
171," Karns, N",TB, ,501992,P,2,4,1,1,0,0,1,1,0,3,0,0,.250,.250,1.000,1.250,0,0,1,0,4,1,0,1,0,*.**,18,5
171," Kazmir, S",HOU, ,431148,P,2,4,1,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,1,0,*.**,15,4
171," Moore, A",CLE, ,446192,C,1,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500,0,0,0,0,1,0,0,0,1,0.00,15,4
171," Perez, C",LAA, ,542208,C,86,260,20,65,13,0,4,21,19,49,2,0,.250,.299,.346,.645,0,0,2,2,90,17,7,74,83,0.89,1076,283
171," Presley, A",HOU, ,502100,LF,8,12,1,3,0,0,0,1,1,5,0,0,.250,.308,.250,.558,0,0,0,0,3,0,0,3,1,3.00,57,13
171," Robinson, S",MIN, ,453203,LF,83,180,28,45,7,3,0,16,12,29,6,1,.250,.299,.322,.621,0,1,3,1,58,10,4,68,46,1.48,730,197
184," Ramirez, H",BOS, ,434670,1B,105,401,59,100,12,1,19,53,21,71,6,3,.249,.291,.426,.717,2,4,0,4,171,32,11,142,103,1.38,1588,430
185," Orlando, P",KC, ,449181,RF,86,241,31,60,14,6,7,27,5,53,3,3,.249,.269,.444,.713,0,2,2,1,107,27,0,63,68,0.93,896,251
186," Phegley, J",OAK, ,572033,C,73,225,27,56,16,1,9,34,14,51,0,0,.249,.300,.449,.749,0,3,0,1,101,26,5,54,70,0.77,870,243
187," Bradley Jr., J",BOS, ,598265,CF,74,221,43,55,17,4,10,43,27,69,3,0,.249,.335,.498,.832,0,3,1,3,110,31,5,63,43,1.47,1067,255
188," Ramirez, A",CWS, ,493351,SS,154,583,54,145,33,0,10,62,31,68,17,7,.249,.285,.357,.642,2,1,1,6,208,43,18,230,165,1.39,2185,622
189," Smith, S",SEA, ,452234,RF,136,395,54,98,31,5,12,42,47,99,0,0,.248,.330,.443,.773,4,4,1,5,175,48,15,116,103,1.13,1905,452
190," Sogard, E",OAK, ,519299,2B,120,372,40,92,12,3,1,37,23,50,6,1,.247,.294,.304,.598,1,2,3,1,113,16,9,126,117,1.08,1459,401
191," Hanigan, R",BOS, ,452672,C,54,174,28,43,8,0,2,16,20,39,0,0,.247,.337,.328,.664,0,4,1,1,57,10,6,65,35,1.86,847,201
192," Reimold, N",BAL, ,460099,LF,61,170,24,42,5,1,6,20,23,47,0,0,.247,.344,.394,.738,2,2,0,0,67,12,2,46,37,1.24,800,195
193," Chisenhall, L",CLE, ,502082,RF,106,333,38,82,19,1,7,44,23,69,4,1,.246,.294,.372,.667,3,1,2,3,124,27,0,84,103,0.82,1315,362
194," Bourn, M",CLE, ,456422,CF,95,289,29,71,12,1,0,19,29,76,13,5,.246,.313,.294,.608,0,0,7,1,85,13,2,89,63,1.41,1282,326
195," Navarro, D",TOR, ,425900,C,54,171,17,42,7,0,5,20,17,29,0,0,.246,.307,.374,.682,1,0,0,4,64,12,0,46,58,0.79,746,192
196," Gattis, E",HOU, ,594828,C,153,566,66,139,20,11,27,88,30,119,0,1,.246,.285,.463,.748,3,3,0,5,262,58,13,178,148,1.20,2102,604
197," Martinez, V",DET, ,400121,DH,120,440,39,108,20,0,11,64,31,52,0,0,.245,.301,.366,.667,8,7,0,7,161,31,18,148,157,0.94,1909,485
198," Sandoval, P",BOS, ,467055,3B,126,470,43,115,25,1,10,47,25,73,0,0,.245,.292,.366,.658,1,7,1,2,172,36,14,174,125,1.39,1848,505
199," Plouffe, T",MIN, ,461858,3B,152,573,74,140,35,4,22,86,50,124,2,1,.244,.307,.435,.742,0,4,1,4,249,61,28,178,164,1.09,2403,632
200," Pujols, A",LAA, ,405395,DH,157,602,85,147,22,0,40,95,50,72,5,3,.244,.307,.480,.787,10,6,0,3,289,62,15,199,202,0.99,2514,661
201," Tucker, P",HOU, ,605512,LF,98,300,35,73,19,0,13,33,20,68,0,2,.243,.297,.437,.734,0,3,0,0,131,32,3,86,76,1.13,1278,323
202," Gomez, C",HOU, ,460576,CF,41,149,19,36,9,0,4,13,8,31,10,3,.242,.288,.383,.670,1,2,3,1,57,13,1,40,47,0.85,596,163
203," Alvarez, D",BAL, ,645848,RF,12,29,3,7,1,0,1,1,2,8,0,0,.241,.290,.379,.670,0,0,0,0,11,2,0,6,8,0.75,98,31
204," Martin, R",TOR, ,431145,C,129,441,76,106,23,2,23,77,53,106,4,5,.240,.329,.458,.787,1,8,0,5,202,48,22,159,97,1.64,2112,507
205," Suzuki, K",MIN, ,435559,C,131,433,36,104,17,0,5,50,29,59,0,0,.240,.296,.314,.610,4,7,6,4,136,22,14,139,155,0.90,1749,479
206," Vargas, K",MIN, ,573627,1B,58,175,18,42,4,0,5,17,9,54,0,0,.240,.277,.349,.626,0,0,0,0,61,9,7,58,28,2.07,723,184
207," Hunter, T",MIN, ,116338,RF,139,521,67,125,22,0,22,81,35,105,2,5,.240,.293,.409,.702,1,6,0,5,213,44,14,174,136,1.28,2087,567
208," Tulowitzki, T",TOR, ,453064,SS,41,163,31,39,8,0,5,17,14,42,1,0,.239,.317,.380,.697,1,5,0,1,62,13,4,47,40,1.18,717,183
209," Flowers, T",CWS, ,452095,C,112,331,21,79,12,0,9,39,21,104,0,1,.239,.295,.356,.652,0,6,2,1,118,21,8,86,73,1.18,1413,361
210," Rasmus, C",HOU, ,458675,LF,137,432,67,103,23,2,25,61,47,154,2,1,.238,.314,.475,.789,0,2,1,3,205,50,6,79,106,0.75,2011,485
211," Casali, C",TB, ,592200,C,38,101,13,24,6,0,10,18,8,34,0,0,.238,.304,.594,.898,0,2,1,1,60,16,2,26,21,1.24,441,113
212," Snider, T",BAL, ,501983,LF,69,211,23,50,9,2,3,20,23,56,1,0,.237,.318,.341,.659,1,2,0,0,72,14,3,58,50,1.16,962,236
213," Parra, G",BAL, ,467827,LF,55,224,30,53,12,0,5,20,8,35,5,1,.237,.268,.357,.625,1,2,3,1,80,17,1,75,66,1.14,846,238
214," Marisnick, J",HOU, ,545350,CF,133,339,46,80,15,4,9,36,18,105,24,9,.236,.281,.383,.665,0,5,6,4,130,28,2,82,84,0.98,1449,372
215," Sands, J",CLE, ,543742,RF,50,123,11,29,5,1,4,19,9,36,0,0,.236,.286,.390,.676,0,0,0,1,48,10,0,28,31,0.90,535,133
216," Dozier, B",MIN, ,572821,2B,157,628,101,148,39,4,28,77,61,148,12,4,.236,.307,.444,.751,2,7,0,8,279,71,10,144,206,0.70,2833,704
217," Ladendorf, T",OAK, ,502285,2B,9,17,3,4,0,1,0,2,1,2,0,0,.235,.278,.353,.631,0,0,0,0,6,1,0,5,6,0.83,64,18
217," Machado, D",DET, ,553988,SS,24,68,6,16,3,0,0,5,7,14,1,0,.235,.307,.279,.586,0,0,3,0,19,3,3,30,14,2.14,287,78
219," Joseph, C",BAL, ,543376,C,100,320,38,75,16,1,11,49,27,72,0,0,.234,.299,.394,.693,2,3,3,1,126,28,7,80,104,0.77,1364,355
220," DeJesus, D",LAA, ,430203,LF,112,288,27,67,9,2,5,30,21,52,3,2,.233,.297,.330,.626,1,6,0,2,95,16,5,86,90,0.96,1195,317
221," McCann, B",NYY, ,435263,C,135,465,68,108,15,1,26,94,52,97,0,0,.232,.320,.437,.756,3,11,0,7,203,42,7,124,150,0.83,2094,535
222," Chirinos, R",TEX, ,455139,C,78,233,33,54,16,1,10,34,28,62,0,0,.232,.325,.438,.762,0,5,5,2,102,27,4,55,73,0.75,1104,273
223," Gomes, Y",CLE, ,543228,C,95,363,38,84,22,0,12,45,13,104,0,0,.231,.267,.391,.659,1,7,0,6,142,34,11,85,107,0.79,1471,389
224," Ackley, D",NYY, ,554429,RF,108,238,28,55,11,3,10,30,18,45,2,2,.231,.284,.429,.712,0,1,3,4,102,24,3,81,67,1.21,1073,264
225," Aviles, M",CLE, ,449107,SS,98,290,37,67,10,0,5,17,20,38,3,1,.231,.282,.317,.599,0,1,5,1,92,15,18,117,92,1.27,1196,317
226," Santana, C",CLE, ,467793,1B,154,550,72,127,29,2,19,85,108,122,11,3,.231,.357,.395,.752,8,3,0,5,217,50,20,177,149,1.19,2863,666
227," Victorino, S",LAA, ,425664,LF,71,178,19,41,4,2,1,7,16,32,7,0,.230,.308,.292,.601,1,5,3,2,52,7,4,47,67,0.70,774,204
228," Johnson, M",CWS, ,608672,2B,36,100,10,23,4,0,0,4,9,30,3,2,.230,.306,.270,.576,0,2,2,0,27,4,0,32,17,1.88,472,114
229," Pirela, J",NYY, ,517369,2B,37,74,7,17,3,0,1,5,2,16,1,0,.230,.247,.311,.558,0,0,1,1,23,4,4,31,16,1.94,276,78
230," Ryan, B",NYY, ,453895,3B,47,96,10,22,6,2,0,8,5,29,0,0,.229,.275,.333,.608,0,1,1,0,32,8,1,22,25,0.88,382,103
231," Davis, I",OAK, ,477195,1B,72,214,19,49,17,0,3,20,23,44,0,0,.229,.301,.350,.652,0,0,0,2,75,20,5,81,47,1.72,933,239
232," Conger, H",HOU, ,474233,C,73,201,25,46,11,0,11,33,23,63,0,1,.229,.311,.448,.759,0,2,1,2,90,22,6,48,53,0.91,930,229
233," Perez, R",CLE, ,547379,C,70,184,30,42,9,1,7,21,33,64,0,0,.228,.348,.402,.751,1,2,5,2,74,17,9,65,29,2.24,969,226
234," Rosales, A",TEX, ,489267,2B,53,114,14,26,4,0,3,7,10,30,4,4,.228,.296,.342,.638,0,1,0,0,39,7,4,33,29,1.14,508,125
235," Gillaspie, C",LAA, ,543216,3B,75,237,14,54,15,2,4,24,13,47,0,1,.228,.269,.359,.627,2,1,0,2,85,21,2,78,62,1.26,866,253
236," Fryer, E",MIN, ,518700,C,15,22,2,5,2,0,0,2,5,11,0,0,.227,.370,.318,.689,0,0,0,0,7,2,0,3,3,1.00,119,27
237," Marrero, D",BOS, ,571918,SS,25,53,8,12,0,0,1,3,3,19,2,1,.226,.268,.283,.551,0,0,0,0,15,1,0,12,10,1.20,216,56
238," Smoak, J",TOR, ,475253,1B,132,296,44,67,16,1,18,59,29,86,0,0,.226,.299,.470,.768,0,2,0,1,139,35,10,95,59,1.61,1262,328
239," Morrison, L",SEA, ,489149,1B,146,457,47,103,15,3,17,54,47,81,8,4,.225,.302,.383,.685,5,4,1,2,175,35,7,145,138,1.05,1940,511
240," Souza Jr., S",TB, ,519306,RF,110,373,59,84,15,1,16,40,46,144,12,6,.225,.318,.399,.717,0,5,1,1,149,32,7,78,76,1.03,1717,426
241," Urshela, G",CLE, ,570482,3B,81,267,25,60,8,1,6,21,18,58,0,1,.225,.279,.330,.608,0,2,1,0,88,15,9,82,77,1.06,1077,288
242," Saladino, T",CWS, ,573135,SS,68,236,33,53,6,4,4,20,12,51,8,2,.225,.267,.335,.602,0,2,3,1,79,14,9,91,54,1.69,932,254
243," Sanchez, Y",CWS, ,570560,2B,120,389,40,87,23,1,5,31,19,81,2,2,.224,.268,.326,.595,0,5,6,1,127,29,9,149,88,1.69,1615,420
244," Napoli, M",TEX, ,435063,1B,133,407,46,91,20,1,18,50,57,118,3,3,.224,.324,.410,.734,3,4,0,1,167,39,11,106,104,1.02,2038,469
245," Valbuena, L",HOU, ,472528,3B,132,434,62,97,18,0,25,56,50,106,1,0,.224,.310,.438,.748,1,6,0,3,190,43,13,106,141,0.75,2056,493
246," Pompey, D",TOR, ,592647,CF,34,94,17,21,8,0,2,6,7,23,5,1,.223,.291,.372,.664,0,2,0,0,35,10,1,23,28,0.82,376,103
247," Montero, J",SEA, ,524968,1B,38,112,11,25,6,0,5,19,4,32,0,0,.223,.250,.411,.661,0,0,0,0,46,11,2,30,27,1.11,384,116
248," Alberto, H",TEX, ,593643,SS,41,99,12,22,2,1,0,4,2,17,1,0,.222,.238,.263,.500,0,0,3,0,26,3,2,36,29,1.24,345,104
249," Lowrie, J",HOU, ,476704,3B,69,230,35,51,14,0,9,30,28,43,1,0,.222,.312,.400,.712,5,3,0,2,92,23,3,61,80,0.76,1086,263
250," Beckham, T",TB, ,542921,2B,82,203,24,45,7,4,9,37,13,69,3,1,.222,.274,.429,.702,0,3,0,4,87,20,3,59,37,1.59,899,223
251," Infante, O",KC, ,408299,2B,124,440,39,97,23,7,2,44,9,69,2,2,.220,.234,.318,.552,0,0,2,4,140,32,8,139,149,0.93,1557,455
252," Soto, G",CWS, ,434567,C,78,187,20,41,8,0,9,21,21,63,0,1,.219,.301,.406,.708,0,1,1,0,76,17,2,41,45,0.91,875,210
253," Ramirez, J",CLE, ,608070,3B,97,315,50,69,14,3,6,27,32,39,10,4,.219,.291,.340,.631,0,1,5,2,107,23,5,116,103,1.13,1416,355
254," Hardy, J",BAL, ,429666,SS,114,411,45,90,14,0,8,37,20,88,0,0,.219,.253,.311,.564,0,0,2,4,128,22,11,143,107,1.34,1789,437
255," Flores, R",SEA, ,570717,LF,12,32,3,7,1,0,0,0,0,4,0,0,.219,.219,.250,.469,0,0,1,0,8,1,0,11,11,1.00,114,33
255," Martin, L",TEX, ,547982,CF,95,288,26,63,12,0,5,25,16,69,14,5,.219,.264,.313,.576,1,2,3,1,90,17,5,98,67,1.46,1112,310
257," Pearce, S",BAL, ,456665,1B,92,294,42,64,13,1,15,40,23,69,1,1,.218,.289,.422,.711,1,7,0,1,124,29,11,75,98,0.77,1216,325
258," Cuthbert, C",KC, ,596144,3B,19,46,6,10,2,1,1,8,4,9,0,0,.217,.280,.370,.650,0,0,0,0,17,4,0,13,14,0.93,177,50
258," Schafer, J",MIN, ,457788,CF,27,69,9,15,3,0,0,5,3,23,0,3,.217,.250,.261,.511,0,0,2,0,18,3,0,22,11,2.00,299,74
260," Moss, B",CLE, ,461235,RF,94,337,36,73,17,1,15,50,32,106,0,0,.217,.288,.407,.695,2,3,0,3,137,33,9,67,103,0.65,1464,375
261," Parmelee, C",BAL, ,476633,1B,32,97,11,21,7,1,4,9,4,26,0,1,.216,.255,.433,.688,0,1,0,0,42,12,1,14,37,0.38,417,102
262," Jones, G",NYY, ,434540,RF,57,144,12,31,4,1,5,17,8,37,0,0,.215,.257,.361,.618,0,0,0,0,52,10,1,41,36,1.14,583,152
263," Santana, D",MIN, ,542454,CF,91,261,30,56,10,5,0,21,6,68,8,4,.215,.241,.291,.532,1,3,7,0,76,15,7,98,53,1.85,940,277
264," Garcia, L",CWS, ,544725,2B,17,14,0,3,0,0,0,1,1,7,1,0,.214,.267,.214,.481,0,0,0,0,3,0,0,4,0,*.**,62,15
264," Kawasaki, M",TOR, ,493128,2B,23,28,6,6,2,0,0,2,4,6,0,1,.214,.313,.286,.598,0,0,2,0,8,2,1,14,5,2.80,122,34
264," Ruggiano, J",SEA, ,448605,RF,36,70,8,15,4,0,2,3,11,27,3,2,.214,.321,.357,.678,0,0,0,0,25,6,0,13,15,0.87,333,81
267," Marte, J",DET, ,527043,1B,33,80,9,17,4,0,4,11,8,22,0,0,.213,.284,.413,.697,0,0,2,0,33,8,2,26,19,1.37,335,90
268," Castro, J",HOU, ,488771,C,104,337,38,71,19,0,11,31,33,115,0,0,.211,.283,.365,.648,1,2,0,3,123,30,5,73,86,0.85,1476,375
269," Buxton, B",MIN, ,621439,CF,46,129,16,27,7,1,2,6,6,44,2,2,.209,.250,.326,.576,0,1,2,0,42,10,1,27,34,0.79,513,138
270," Beckham, G",CWS, ,493596,3B,100,211,24,44,8,0,6,20,19,43,0,1,.209,.275,.332,.607,1,2,1,4,70,14,6,72,63,1.14,938,237
271," Cabrera, E",BAL, ,465784,SS,29,96,7,20,2,0,0,4,5,22,2,0,.208,.250,.229,.479,0,1,1,2,22,2,4,44,17,2.59,407,105
272," LaRoche, A",CWS, ,425560,DH,127,429,41,89,21,0,12,44,49,133,0,0,.207,.293,.340,.634,0,4,0,2,146,33,10,117,102,1.15,1907,484
273," Muncy, M",OAK, ,571970,1B,45,102,14,21,8,1,3,9,9,31,0,0,.206,.268,.392,.660,0,0,0,1,40,12,0,20,31,0.65,490,112
274," Elmore, J",TB, ,518653,1B,51,141,10,29,5,0,2,16,12,25,1,1,.206,.263,.284,.547,1,0,2,3,40,7,6,51,47,1.09,597,158
275," Thole, J",TOR, ,489365,C,18,49,5,10,2,0,0,2,3,9,0,0,.204,.250,.245,.495,0,0,0,0,12,2,2,18,14,1.29,194,52
276," Gallo, J",TEX, ,608336,3B,36,108,16,22,3,1,6,14,15,57,3,0,.204,.301,.417,.717,3,0,0,0,45,10,0,12,17,0.71,504,123
277," Olt, M",CWS, ,592609,3B,24,79,6,16,0,0,3,4,7,29,0,1,.203,.267,.316,.584,0,0,0,0,25,3,2,23,13,1.77,374,86
278," Flaherty, R",BAL, ,475247,2B,91,267,34,54,8,3,9,31,26,81,0,0,.202,.281,.356,.637,2,4,2,2,95,20,8,83,61,1.36,1149,301
279," Lough, D",BAL, ,518953,LF,84,134,14,27,1,1,4,12,5,36,2,4,.201,.241,.313,.555,0,2,3,0,42,6,0,36,38,0.95,501,144
280," Drew, S",NYY, ,452220,2B,131,383,43,77,16,1,17,44,37,71,0,2,.201,.271,.381,.652,1,1,4,3,146,34,7,113,136,0.83,1661,428
281," Bernier, D",MIN, ,448674,SS,4,5,1,1,1,0,0,2,1,3,0,0,.200,.333,.400,.733,0,0,0,0,2,1,0,0,1,0.00,28,6
281," Gibson, K",MIN, ,502043,P,2,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,2,0,*.**,15,5
